collateral_id,loan_id,collateral_type,collateral_value,valuation_date
7001569,503388,Vehicle,4558.37,2023-09-26
7001570,500248,Real Estate,12949.03,2024-03-18
7001571,504918,Real Estate,19295.02,2024-02-01
7001572,502846,Real Estate,110889.56,2023-12-12
7001573,504093,Vehicle,30488.62,2025-07-21
7001574,500031,Vehicle,17612.05,2024-08-17
7001575,501290,Real Estate,748544.64,2026-06-29
7001576,502742,Vehicle,199487.51,2025-05-31
7001577,503879,Equipment,39189.7,2023-08-11
7001578,503125,Real Estate,14808.01,2023-01-09
7001579,500305,Real Estate,386205.68,2025-10-05
7001580,500349,Real Estate,229197.26,2026-04-08
7001581,500744,Vehicle,185260.71,2023-06-30
7001582,502602,Commercial Property,496748.89,2023-11-19
7001583,500774,Equipment,46835.0,2025-06-11
7001584,503628,Equipment,72725.95,2023-05-14
7001585,500102,Vehicle,260499.54,2023-11-03
7001586,501090,Real Estate,9839.83,2024-05-26
7001587,501538,Vehicle,370457.99,2023-10-31
7001588,503169,Commercial Property,114318.7,2024-06-15
7001589,503235,Real Estate,110220.11,2025-05-15
7001590,501588,Real Estate,90758.05,2026-05-24
7001591,504357,Equipment,176805.57,2025-01-25
7001592,503131,Equipment,5562.79,2025-11-06
7001593,504222,Vehicle,164475.6,2025-04-01
7001594,503959,Equipment,674571.94,2026-08-25
7001595,504963,Real Estate,47972.14,2026-01-12
7001596,504117,Equipment,31762.67,2026-03-28
7001597,500294,Real Estate,22501.0,2023-07-21
7001598,503618,Commercial Property,165793.31,2024-10-01
7001599,503964,Vehicle,109421.91,2024-08-09
7001600,502938,Real Estate,9825.94,2025-01-13
7001601,502012,Vehicle,138151.28,2025-09-21
7001602,500044,Vehicle,26647.92,2023-05-15
7001603,501498,Real Estate,79993.4,2026-06-27
7001604,504975,Other,15922.4,2024-11-21
7001605,504987,Commercial Property,118432.71,2024-04-09
7001606,501257,Vehicle,141941.42,2025-11-26
7001607,502263,Vehicle,9477.43,2025-08-09
7001608,503979,Equipment,161515.1,2023-02-08
7001609,504240,Equipment,14878.87,2024-10-01
7001610,502970,Real Estate,10395.66,2024-03-17
7001611,503301,Vehicle,23808.08,2026-06-08
7001612,502831,Vehicle,22344.9,2026-03-18
7001613,501260,Vehicle,211475.35,2023-03-13
7001614,501058,Real Estate,40245.9,2024-05-02
7001615,503319,Vehicle,95586.76,2025-09-09
7001616,503756,Commercial Property,211136.07,2024-08-16
7001617,502919,Other,100121.93,2023-02-15
7001618,500144,Vehicle,40764.87,2025-09-29
7001619,503134,Other,10418.94,2026-01-31
7001620,501509,Equipment,50947.79,2024-07-31
7001621,504986,Real Estate,316579.34,2023-06-13
7001622,502816,Real Estate,1013871.21,2023-07-02
7001623,500283,Equipment,308815.68,2023-09-12
7001624,502635,Real Estate,34969.22,2026-07-17
7001625,502691,Equipment,21002.73,2023-10-14
7001626,504864,Vehicle,10313.54,2024-11-18
7001627,500070,Equipment,7308.98,2025-04-23
7001628,502293,Equipment,10578.88,2025-04-16
7001629,502051,Real Estate,427471.45,2024-09-04
7001630,504901,Real Estate,850364.45,2023-03-18
7001631,500229,Real Estate,208607.16,2023-05-08
7001632,504625,Real Estate,61806.33,2025-08-03
7001633,502886,Real Estate,230586.53,2026-05-21
7001634,504689,Equipment,15928.07,2023-07-11
7001635,503806,Equipment,11298.26,2024-08-28
7001636,500764,Real Estate,51327.21,2024-02-04
7001637,503177,Real Estate,69414.65,2023-01-07
7001638,500923,Real Estate,2324.47,2025-10-18
7001639,500927,Vehicle,14681.77,2025-12-08
7001640,500817,Real Estate,134081.79,2024-12-23
7001641,502448,Real Estate,39668.16,2024-08-25
7001642,504936,Commercial Property,261934.54,2023-11-20
7001643,500195,Commercial Property,157051.19,2025-08-22
7001644,500306,Equipment,42539.48,2025-08-11
7001645,504198,Vehicle,421324.6,2024-08-26
7001646,502997,Commercial Property,44154.33,2024-03-09
7001647,504202,Vehicle,146274.48,2023-09-28
7001648,502824,Vehicle,225358.43,2024-09-28
7001649,504959,Other,112020.65,2026-01-25
7001650,504289,Commercial Property,8974.59,2023-04-15
7001651,504648,Commercial Property,145831.8,2026-08-02
7001652,501237,Equipment,20246.25,2025-05-14
7001653,504871,Real Estate,19708.38,2025-06-06
7001654,503419,Commercial Property,235732.15,2023-05-25
7001655,501883,Vehicle,6463.37,2026-07-19
7001656,504163,Real Estate,364195.84,2026-03-05
7001657,502383,Equipment,54076.91,2026-05-02
7001658,504583,Vehicle,114064.14,2023-08-01
7001659,504752,Real Estate,47407.98,2024-08-31
7001660,502532,Vehicle,27958.25,2025-01-05
7001661,503239,Other,18779.52,2024-11-03
7001662,501150,Commercial Property,46298.3,2026-04-23
7001663,500251,Equipment,143712.09,2025-08-01
7001664,504283,Equipment,13848.37,2023-10-15
7001665,502065,Equipment,21336.39,2024-05-17
7001666,504839,Equipment,106756.47,2025-03-03
7001667,503365,Real Estate,105667.34,2025-02-06
7001668,503376,Real Estate,24031.6,2023-06-26
7001669,504810,Vehicle,17642.5,2026-06-23
7001670,500055,Commercial Property,723994.28,2025-04-11
7001671,500645,Other,20173.07,2025-01-27
7001672,500174,Equipment,49778.65,2025-04-21
7001673,502349,Real Estate,42374.69,2026-04-24
7001674,500672,Equipment,490138.67,2024-05-02
7001675,502197,Equipment,165200.69,2025-09-16
7001676,502936,Commercial Property,283498.93,2023-02-19
7001677,503952,Equipment,153873.28,2023-07-23
7001678,500842,Real Estate,64889.23,2024-09-16
7001679,503513,Real Estate,63397.42,2024-12-19
7001680,503737,Vehicle,60412.05,2023-10-05
7001681,500447,Other,133729.45,2025-01-29
7001682,502443,Equipment,57777.87,2025-05-01
7001683,503423,Other,65085.26,2025-11-30
7001684,502136,Equipment,10632.25,2025-05-06
7001685,500422,Vehicle,255582.31,2025-11-22
7001686,500532,Commercial Property,313428.03,2023-04-09
7001687,501410,Vehicle,241576.54,2024-05-12
7001688,504399,Vehicle,61513.34,2025-12-08
7001689,500638,Commercial Property,20897.87,2025-09-26
7001690,501386,Real Estate,11802.51,2024-08-05
7001691,500237,Real Estate,290392.03,2026-04-18
7001692,500642,Vehicle,11895.88,2026-03-05
7001693,502614,Real Estate,10121.34,2024-12-09
7001694,501202,Commercial Property,776273.19,2025-03-30
7001695,503119,Real Estate,109370.81,2024-08-25
7001696,502855,Equipment,107409.24,2024-06-24
7001697,500732,Vehicle,44443.01,2026-05-24
7001698,504939,Real Estate,314844.6,2025-06-07
7001699,504119,Real Estate,379137.19,2026-04-29
7001700,502717,Vehicle,14156.26,2023-01-10
7001701,504870,Vehicle,31115.55,2023-06-23
7001702,502184,Commercial Property,36792.11,2024-07-02
7001703,502918,Other,7235.93,2023-06-29
7001704,503472,Real Estate,44270.35,2026-04-26
7001705,501196,Real Estate,86420.97,2024-03-29
7001706,504098,Equipment,49408.32,2025-06-19
7001707,502485,Real Estate,104858.95,2024-07-07
7001708,501802,Equipment,342798.0,2023-04-15
7001709,500882,Real Estate,475192.75,2024-08-22
7001710,500256,Other,14553.93,2026-06-28
7001711,501760,Vehicle,35135.36,2025-07-28
7001712,503666,Vehicle,361333.21,2024-12-15
7001713,500763,Vehicle,91229.54,2025-08-19
7001714,500161,Real Estate,401361.63,2024-11-12
7001715,504080,Equipment,42147.62,2024-10-27
7001716,501263,Real Estate,33943.77,2023-12-18
7001717,504174,Other,35423.61,2024-07-22
7001718,502544,Real Estate,73217.18,2024-10-10
7001719,501838,Commercial Property,61233.04,2024-07-22
7001720,501749,Other,311487.97,2026-02-08
7001721,500898,Real Estate,153136.9,2026-07-12
7001722,501491,Vehicle,49819.08,2023-07-19
7001723,501671,Vehicle,383100.42,2025-12-14
7001724,504393,Vehicle,35829.91,2026-02-25
7001725,504665,Real Estate,62410.05,2024-11-24
7001726,503510,Real Estate,17823.6,2026-06-03
7001727,504182,Equipment,68508.55,2023-07-17
7001728,501592,Real Estate,317770.73,2026-01-21
7001729,501060,Equipment,235562.88,2024-02-23
7001730,502064,Vehicle,57542.28,2023-05-01
7001731,500713,Commercial Property,48293.29,2026-03-21
7001732,501461,Commercial Property,307557.85,2025-07-31
7001733,502763,Commercial Property,160051.41,2026-03-17
7001734,502492,Vehicle,135211.65,2023-09-15
7001735,503020,Real Estate,59155.99,2023-04-18
7001736,501469,Other,5987.63,2025-01-18
7001737,501930,Equipment,555155.54,2024-05-23
7001738,504014,Vehicle,220936.43,2025-09-16
7001739,500528,Other,327837.51,2023-12-22
7001740,500486,Real Estate,556327.43,2024-10-01
7001741,500166,Other,22953.79,2026-01-28
7001742,500961,Real Estate,114775.11,2025-06-06
7001743,502537,Vehicle,57910.55,2026-05-24
7001744,500218,Vehicle,94811.42,2025-05-24
7001745,502475,Real Estate,103949.71,2024-07-01
7001746,502438,Equipment,205192.49,2025-09-08
7001747,501203,Real Estate,11115.9,2025-04-03
7001748,503885,Other,591819.34,2023-01-04
7001749,503027,Equipment,418811.37,2024-03-12
7001750,503276,Vehicle,2938.64,2024-12-17
7001751,504733,Vehicle,301708.87,2023-12-06
7001752,502592,Equipment,41142.88,2023-02-22
7001753,504528,Vehicle,88326.6,2025-05-28
7001754,500084,Vehicle,12136.48,2026-01-31
7001755,500042,Real Estate,131095.43,2025-08-07
7001756,504896,Equipment,51881.23,2023-07-21
7001757,503832,Real Estate,13726.33,2025-01-18
7001758,503995,Vehicle,81354.22,2025-06-30
7001759,500952,Real Estate,34391.31,2024-09-07
7001760,500722,Vehicle,98048.66,2023-01-12
7001761,504713,Equipment,12033.93,2025-05-20
7001762,501169,Real Estate,525125.85,2023-07-02
7001763,501460,Vehicle,142570.85,2023-11-11
7001764,503066,Equipment,16516.96,2024-03-17
7001765,500065,Real Estate,51906.75,2023-08-05
7001766,501616,Real Estate,94784.97,2024-09-22
7001767,500107,Real Estate,33227.27,2026-04-22
7001768,503464,Vehicle,242081.91,2026-04-19
7001769,500731,Real Estate,59278.96,2026-01-31
7001770,500012,Equipment,167468.71,2025-07-31
7001771,503772,Real Estate,46665.96,2024-01-31
7001772,503457,Vehicle,105656.54,2025-03-11
7001773,503138,Equipment,154530.54,2023-03-15
7001774,500418,Vehicle,568359.73,2024-10-03
7001775,504868,Commercial Property,523723.69,2023-11-01
7001776,504582,Vehicle,14212.88,2025-11-22
7001777,504536,Real Estate,236882.97,2026-01-01
7001778,500773,Other,5091.82,2025-12-18
7001779,500132,Equipment,167816.31,2023-04-13
7001780,500982,Vehicle,56532.85,2024-05-24
7001781,503111,Equipment,4322.22,2023-04-21
7001782,504750,Commercial Property,17253.6,2026-05-06
7001783,504434,Vehicle,324841.38,2025-02-09
7001784,503972,Real Estate,124366.44,2025-10-01
7001785,502627,Vehicle,3334.46,2024-06-14
7001786,504845,Other,184587.65,2026-08-20
7001787,503769,Real Estate,99017.48,2023-04-22
7001788,504891,Vehicle,15927.2,2026-02-25
7001789,504572,Real Estate,26408.34,2025-04-11
7001790,504510,Other,12064.08,2025-01-26
7001791,500113,Real Estate,38515.22,2023-11-18
7001792,500868,Real Estate,40253.14,2023-12-03
7001793,502749,Real Estate,60240.68,2023-07-14
7001794,504091,Equipment,70356.71,2026-08-06
7001795,500269,Real Estate,68190.14,2025-04-03
7001796,503524,Real Estate,18816.17,2026-03-15
7001797,500700,Vehicle,115968.99,2025-01-30
7001798,500490,Equipment,18993.29,2025-03-09
7001799,504619,Real Estate,119294.28,2024-07-21
7001800,500472,Real Estate,93956.4,2025-05-20
7001801,500064,Vehicle,241264.1,2024-01-31
7001802,504358,Real Estate,104758.34,2023-02-15
7001803,503792,Commercial Property,266079.55,2024-09-27
7001804,501826,Vehicle,479321.19,2025-07-02
7001805,504961,Real Estate,143348.86,2025-01-28
7001806,503701,Real Estate,125289.97,2023-06-05
7001807,504175,Equipment,11747.96,2024-01-17
7001808,501101,Real Estate,353059.48,2026-03-17
7001809,504908,Real Estate,3238.79,2024-08-28
7001810,500974,Real Estate,37653.06,2024-06-07
7001811,504177,Vehicle,250713.69,2024-12-08
7001812,503271,Equipment,6105.6,2025-01-02
7001813,500622,Vehicle,15017.35,2023-01-07
7001814,500698,Real Estate,65375.32,2024-09-07
7001815,502315,Vehicle,120522.86,2026-05-04
7001816,500452,Real Estate,510846.73,2023-11-14
7001817,502305,Vehicle,14094.11,2025-11-22
7001818,500300,Commercial Property,21436.53,2025-12-22
7001819,503523,Other,100287.0,2024-05-08
7001820,502237,Commercial Property,310246.9,2024-08-09
7001821,501938,Vehicle,69035.5,2026-02-13
7001822,501189,Commercial Property,25700.71,2024-04-03
7001823,501776,Equipment,515819.99,2024-04-23
7001824,503317,Vehicle,14573.27,2025-05-30
7001825,500815,Equipment,88242.85,2024-08-28
7001826,501636,Real Estate,162596.53,2023-06-25
7001827,504156,Real Estate,295139.88,2023-05-11
7001828,504105,Real Estate,809268.65,2024-09-24
7001829,500708,Commercial Property,477552.48,2024-04-03
7001830,500378,Equipment,104140.11,2023-02-27
7001831,504708,Equipment,183654.33,2023-03-26
7001832,500702,Vehicle,6758.08,2023-04-03
7001833,501773,Real Estate,97412.06,2024-08-17
7001834,502709,Vehicle,123671.14,2023-05-13
7001835,501653,Real Estate,28955.38,2024-01-29
7001836,503892,Equipment,298528.5,2026-05-18
7001837,503122,Commercial Property,25218.69,2025-10-11
7001838,501830,Real Estate,7925.59,2024-03-11
7001839,502974,Real Estate,140714.39,2023-10-19
7001840,503232,Real Estate,17957.54,2023-08-17
7001841,504748,Real Estate,334385.74,2024-11-15
7001842,502630,Real Estate,213042.11,2025-04-03
7001843,504417,Equipment,36321.12,2023-11-08
7001844,503009,Commercial Property,123313.15,2025-10-14
7001845,502083,Vehicle,32318.78,2023-11-10
7001846,500003,Commercial Property,167801.79,2024-04-26
7001847,500168,Real Estate,11244.94,2025-07-14
7001848,500470,Other,185160.58,2026-02-02
7001849,502013,Equipment,83837.8,2025-03-17
7001850,503405,Real Estate,7660.71,2024-02-24
7001851,500977,Real Estate,90653.39,2023-04-24
7001852,501521,Vehicle,172431.48,2023-04-27
7001853,501348,Equipment,251004.9,2026-01-23
7001854,502994,Equipment,28129.85,2023-08-15
7001855,503819,Other,266715.45,2026-01-11
7001856,501059,Real Estate,451348.89,2025-10-28
7001857,502871,Commercial Property,22017.16,2023-01-14
7001858,500427,Real Estate,21939.44,2023-11-01
7001859,504483,Other,255904.99,2023-09-04
7001860,503632,Real Estate,42920.77,2023-01-19
7001861,503923,Vehicle,16784.1,2025-04-22
7001862,504933,Real Estate,9063.56,2023-06-10
7001863,503166,Vehicle,208968.09,2025-02-21
7001864,501621,Other,27852.02,2026-01-14
7001865,502585,Equipment,603716.25,2025-12-30
7001866,504812,Vehicle,340241.62,2026-01-10
7001867,501686,Vehicle,46588.82,2023-05-29
7001868,504817,Other,73364.97,2024-02-09
7001869,504813,Commercial Property,158264.94,2025-04-23
7001870,501366,Real Estate,149685.61,2023-08-31
7001871,501614,Commercial Property,8164.85,2026-02-17
7001872,504448,Real Estate,12596.91,2023-05-06
7001873,500733,Equipment,148630.12,2024-10-21
7001874,504317,Vehicle,109554.63,2023-09-18
7001875,503590,Real Estate,422392.54,2023-05-04
7001876,504491,Other,27447.43,2023-01-01
7001877,501848,Vehicle,36591.43,2024-07-14
7001878,504650,Real Estate,137184.56,2023-04-30
7001879,501744,Equipment,10728.29,2023-07-09
7001880,500178,Commercial Property,190333.17,2023-12-11
7001881,502625,Other,224569.97,2025-10-25
7001882,504387,Real Estate,257125.59,2025-03-28
7001883,503351,Equipment,45514.28,2023-12-01
7001884,502123,Vehicle,253484.03,2026-03-14
7001885,500214,Equipment,10072.64,2024-04-19
7001886,500428,Equipment,31639.29,2023-08-22
7001887,500564,Other,528433.86,2025-03-17
7001888,504208,Real Estate,46797.28,2026-01-19
7001889,503886,Real Estate,256196.66,2026-01-09
7001890,504830,Vehicle,370231.88,2025-08-06
7001891,504493,Real Estate,233818.72,2023-07-18
7001892,504730,Equipment,67162.96,2024-11-02
7001893,502519,Vehicle,33238.04,2025-03-14
7001894,500607,Real Estate,186214.87,2024-02-01
7001895,502782,Real Estate,176777.86,2023-11-25
7001896,504553,Real Estate,152428.54,2026-05-17
7001897,502317,Real Estate,39278.98,2025-12-01
7001898,500807,Equipment,153480.58,2025-11-30
7001899,502209,Vehicle,243604.31,2026-07-04
7001900,503720,Other,26575.08,2024-04-09
7001901,502700,Equipment,27168.84,2025-11-09
7001902,503137,Vehicle,23593.48,2023-07-16
7001903,501370,Vehicle,18686.5,2025-05-21
7001904,500141,Vehicle,164467.48,2025-03-15
7001905,503223,Vehicle,212117.21,2023-08-23
7001906,500004,Commercial Property,392072.49,2024-12-21
7001907,502038,Real Estate,46297.73,2023-12-26
7001908,500375,Real Estate,5918.39,2025-09-23
7001909,501701,Real Estate,53455.06,2026-08-12
7001910,504478,Real Estate,36910.8,2023-12-09
7001911,502539,Vehicle,162381.58,2023-03-24
7001912,503372,Vehicle,8027.3,2023-05-15
7001913,501529,Vehicle,69872.5,2023-06-21
7001914,504072,Real Estate,145251.71,2025-06-16
7001915,504428,Vehicle,3158.99,2026-07-23
7001916,502116,Real Estate,410293.75,2026-01-08
7001917,504539,Equipment,214525.74,2023-02-12
7001918,503019,Vehicle,81792.25,2025-12-26
7001919,500631,Real Estate,211110.45,2025-04-02
7001920,502314,Real Estate,153223.55,2023-03-28
7001921,501165,Vehicle,75106.64,2025-09-05
7001922,500515,Real Estate,196687.47,2023-07-22
7001923,504005,Equipment,15045.58,2025-05-28
7001924,500241,Vehicle,10519.25,2023-01-24
7001925,502416,Equipment,291752.12,2023-07-26
7001926,503406,Commercial Property,30124.34,2024-10-31
7001927,500053,Vehicle,10443.24,2026-07-21
7001928,500032,Commercial Property,15564.21,2026-01-08
7001929,502571,Real Estate,17313.97,2026-02-19
7001930,501950,Equipment,109063.79,2023-05-05
7001931,501320,Vehicle,43847.74,2025-06-13
7001932,500539,Equipment,13659.36,2026-03-15
7001933,500945,Vehicle,43882.06,2026-07-14
7001934,504657,Real Estate,295867.08,2024-04-11
7001935,500496,Real Estate,111568.39,2025-11-06
7001936,503981,Vehicle,2094.99,2023-09-12
7001937,502029,Vehicle,359696.59,2023-03-11
7001938,503483,Real Estate,6619.13,2023-04-24
7001939,503752,Real Estate,104814.95,2023-09-30
7001940,502843,Vehicle,235728.34,2024-01-16
7001941,504897,Equipment,6829.04,2026-02-28
7001942,503197,Real Estate,45660.9,2023-04-06
7001943,500654,Equipment,59102.83,2025-01-10
7001944,500238,Other,55401.22,2024-01-21
7001945,503567,Equipment,11037.52,2023-03-05
7001946,500475,Vehicle,285737.15,2025-08-10
7001947,502570,Real Estate,14075.91,2025-02-09
7001948,504551,Vehicle,26772.14,2025-03-10
7001949,501971,Vehicle,8110.88,2024-09-10
7001950,501062,Vehicle,171702.51,2026-04-30
7001951,501524,Equipment,141384.97,2023-11-21
7001952,503825,Equipment,5212.9,2023-04-28
7001953,503901,Real Estate,316541.01,2023-10-01
7001954,500516,Real Estate,3418.79,2023-03-02
7001955,504843,Vehicle,108860.3,2023-02-15
7001956,502295,Vehicle,23763.49,2025-04-08
7001957,501224,Real Estate,12782.45,2024-05-03
7001958,501840,Equipment,532463.08,2026-04-02
7001959,504958,Real Estate,607314.76,2023-07-23
7001960,504590,Real Estate,46513.82,2023-04-29
7001961,503653,Commercial Property,197921.78,2025-01-07
7001962,503813,Real Estate,222715.42,2023-03-17
7001963,500007,Other,32271.59,2026-04-18
7001964,504010,Vehicle,57289.49,2025-05-05
7001965,501121,Other,3005.93,2025-02-02
7001966,503377,Vehicle,13835.1,2024-07-13
7001967,502545,Vehicle,189370.37,2024-01-18
7001968,502975,Other,103328.57,2023-05-05
7001969,504480,Equipment,8263.39,2023-05-02
7001970,503393,Vehicle,22205.33,2023-06-24
7001971,504727,Equipment,77748.2,2025-07-18
7001972,504836,Vehicle,128961.78,2025-10-26
7001973,504207,Vehicle,2074.27,2024-05-22
7001974,504511,Real Estate,34653.6,2023-09-06
7001975,502304,Vehicle,46085.0,2025-01-06
7001976,504956,Vehicle,284071.26,2025-02-01
7001977,504534,Real Estate,53618.92,2026-03-12
7001978,501125,Commercial Property,82831.13,2024-02-12
7001979,500394,Real Estate,23348.26,2023-07-29
7001980,501688,Real Estate,37198.65,2026-04-20
