loan_id,customer_id,loan_type,loan_amount,outstanding_balance,interest_rate,loan_status,state,origination_date,maturity_date
501509,12738,Auto Loan,81391.06,58783.35,6.87,Fully Paid,North Carolina,12-05-2019,20-03-2029
501510,10329,Personal Loan,12456.76,5782.89,5.29,Active,Massachusetts,24-05-2020,03-05-2024
501511,11180,Auto Loan,78599.04,37830.47,9.08,Active,Florida,25-05-2022,19-12-2051
501512,10007,Personal Loan,37781.17,25459.24,8.77,Active,Washington,13-09-2021,26-06-2036
501513,10127,Business Loan,551724.48,338949.39,7.02,Fully Paid,New Jersey,24-09-2022,23-08-2028
501514,11870,Equipment Loan,244851.6,94243.71,11.64,Fully Paid,California,20-01-2022,25-12-2026
501515,12803,Mortgage,166774.91,130051.6,7.7,Fully Paid,Texas,06-08-2025,30-06-2032
501516,12223,Business Loan,237986.77,125259.77,5.29,Active,Arizona,17-05-2020,26-03-2030
501517,11132,Business Loan,119345.34,45954.83,6.19,Closed,North Carolina,11-06-2023,26-05-2026
501518,10509,Equipment Loan,161923.81,101811.15,5.93,Active,North Carolina,15-04-2023,21-02-2033
501519,11175,Personal Loan,27666.41,24148.23,4.76,Active,Virginia,27-06-2022,14-03-2042
501520,10483,Business Loan,120963.36,115891.05,5.77,Closed,Illinois,05-03-2022,12-02-2026
501521,11508,Mortgage,599523.34,167302.9,10.8,Active,New York,01-05-2025,10-03-2035
501522,11899,Personal Loan,46959.22,12368.16,4.57,Closed,Florida,21-09-2025,31-08-2029
501523,12483,Mortgage,592536.17,445442.47,7.61,Fully Paid,Illinois,13-04-2022,12-03-2028
501524,12386,Equipment Loan,269201.41,249848.2,3.51,Active,Washington,15-12-2022,01-09-2042
501525,11235,Business Loan,490867.38,441335.61,5.17,Active,Michigan,25-02-2024,09-02-2027
501526,11025,Mortgage,630160.84,470755.27,7.38,Active,Ohio,16-10-2020,25-08-2030
501527,11711,Auto Loan,80785.29,22261.7,13.01,Delinquent,Georgia,17-05-2019,15-04-2025
501528,11232,Mortgage,445127.26,68143.57,12.64,Defaulted,Arizona,03-05-2020,18-04-2023
501529,12992,Business Loan,172333.91,119630.95,12.88,Delinquent,Michigan,06-10-2024,10-09-2029
501530,12459,Business Loan,457865.25,385008.42,7.58,Closed,Texas,06-09-2025,02-04-2055
501531,12309,Personal Loan,72448.24,58852.57,13.24,Fully Paid,Ohio,25-06-2020,20-05-2027
501532,10254,Auto Loan,84482.93,47576.49,10.1,Active,New Jersey,19-07-2024,28-06-2028
501533,11461,Auto Loan,24864.97,6307.95,10.7,Fully Paid,Georgia,05-08-2023,09-07-2028
501534,10846,Equipment Loan,222240.65,99278.04,8.7,Closed,Pennsylvania,16-03-2023,12-02-2029
501535,11396,Auto Loan,47452.59,35372.71,8.01,Closed,Arizona,24-01-2021,29-12-2025
501536,10049,Auto Loan,39419.59,25400.14,11.48,Active,Arizona,08-05-2023,01-04-2030
501537,10444,Business Loan,489582.46,150706.11,4.76,Active,Illinois,15-11-2022,09-10-2029
501538,12353,Mortgage,453570.37,375566.55,5.74,Active,Georgia,06-02-2021,16-12-2030
501539,12741,Auto Loan,63287.66,50057.37,4.88,Active,Texas,08-06-2021,02-01-2051
501540,10541,Business Loan,119209.98,43938.23,12.34,Active,Texas,22-05-2020,05-03-2035
501541,12042,Auto Loan,33742.34,23533.79,9.28,Fully Paid,Arizona,27-07-2022,20-06-2029
501542,12543,Business Loan,473381.44,181606.61,10.54,Fully Paid,North Carolina,23-01-2022,05-11-2036
501543,12246,Mortgage,685448.99,571808.11,9.08,Active,Pennsylvania,07-01-2023,06-12-2028
501544,10817,Mortgage,561999.74,374735.37,12.65,Active,Massachusetts,19-08-2025,24-07-2030
501545,10771,Auto Loan,70799.57,67697.43,10.59,Active,Illinois,02-01-2021,07-12-2025
501546,12243,Equipment Loan,281445.94,220099.4,8.66,Active,New Jersey,23-09-2023,01-08-2033
501547,10876,Auto Loan,87902.93,60013.27,7.18,Active,New York,14-08-2024,23-06-2034
501548,10257,Mortgage,781120.94,273655.64,6.77,Delinquent,Massachusetts,15-02-2023,30-01-2026
501549,11860,Auto Loan,60519.36,41010.89,9.16,Closed,New York,31-01-2024,26-08-2053
501550,11564,Equipment Loan,64948.32,18514.22,10.87,Active,Ohio,29-04-2023,13-04-2026
501551,10692,Auto Loan,83794.61,60510.91,8.14,Active,Michigan,01-07-2020,10-06-2024
501552,11947,Business Loan,512161.43,180224.99,12.21,Fully Paid,New York,26-11-2021,13-08-2041
501553,11827,Auto Loan,20519.16,9956.21,7.69,Active,Virginia,12-08-2020,21-06-2030
501554,12213,Auto Loan,77851.56,64403.89,6.83,Active,Michigan,22-08-2022,27-07-2027
501555,12093,Mortgage,369764.44,274976.29,13.15,Active,Washington,18-07-2021,27-06-2025
501556,11612,Auto Loan,80208.66,25900.02,12.54,Active,Arizona,05-03-2019,12-02-2023
501557,11119,Business Loan,271277.59,208063.98,4.81,Fully Paid,Illinois,12-04-2019,27-03-2022
501558,11345,Mortgage,690278.99,580205.19,8.09,Active,Virginia,03-01-2024,16-10-2038
501559,10249,Mortgage,200319.96,193025.02,9.52,Active,Florida,03-04-2020,03-03-2026
501560,12566,Mortgage,380698.08,294692.94,10.28,Delinquent,Michigan,24-09-2020,03-08-2030
501561,10246,Personal Loan,22643.96,17669.57,6.22,Active,New York,17-04-2025,11-11-2054
501562,12716,Personal Loan,34427.4,9130.06,9.45,Active,Arizona,12-09-2024,17-08-2029
501563,12032,Personal Loan,70675.29,31427.27,7.07,Fully Paid,Ohio,14-07-2023,06-02-2053
501564,12094,Auto Loan,76591.18,39295.26,13.73,Active,Georgia,23-08-2021,19-03-2051
501565,11216,Personal Loan,55186.96,18044.44,6.7,Active,Georgia,20-07-2025,19-06-2031
501566,12804,Auto Loan,40521.62,17866.7,14.49,Delinquent,Michigan,01-05-2022,10-04-2026
501567,12253,Equipment Loan,202867.48,42347.6,7.51,Active,Massachusetts,20-12-2020,14-11-2027
501568,11365,Personal Loan,24412.02,5839.28,10.13,Fully Paid,Florida,06-06-2020,06-05-2026
501569,10322,Mortgage,374060.37,286940.56,12.36,Fully Paid,Texas,09-03-2022,20-12-2036
501570,12901,Auto Loan,47599.9,46469.03,8.5,Closed,Pennsylvania,26-06-2020,20-01-2050
501571,12344,Mortgage,794111.7,417142.03,4.22,Fully Paid,Texas,19-08-2019,29-07-2023
501572,12481,Business Loan,387386.71,263368.68,13.53,Fully Paid,Massachusetts,17-07-2019,01-07-2022
501573,11516,Equipment Loan,77219.38,63506.21,6.34,Active,Washington,10-06-2024,26-05-2027
501574,10056,Personal Loan,71683.31,24710.6,4,Closed,New York,22-03-2022,07-12-2041
501575,11342,Mortgage,783984,339047.79,10.34,Active,Illinois,10-07-2023,24-06-2026
501576,11757,Equipment Loan,48287.88,30374.08,12.54,Active,New Jersey,27-03-2019,29-02-2024
501577,10274,Mortgage,360849.89,218928.36,8.27,Fully Paid,New York,22-11-2024,09-08-2044
501578,11776,Mortgage,700330.79,218982.86,10.44,Closed,Texas,07-12-2025,16-11-2029
501579,10346,Business Loan,351191.76,96269.05,13.08,Active,Illinois,07-10-2025,21-09-2028
501580,10310,Business Loan,50624.55,22851.01,5.67,Delinquent,New Jersey,02-08-2022,26-02-2052
501581,10451,Business Loan,497978.54,324967.83,9.52,Active,Massachusetts,08-03-2023,10-02-2028
501582,11986,Personal Loan,57133.42,9493.49,12.5,Active,New Jersey,26-02-2020,20-01-2027
501583,12905,Personal Loan,12711.85,3752.61,10.84,Active,Georgia,03-01-2022,20-09-2041
501584,10668,Personal Loan,9880.14,7968.66,11.37,Active,Texas,03-07-2021,17-06-2024
501585,11026,Mortgage,468351.65,384257.12,10.3,Fully Paid,Texas,09-11-2020,27-07-2040
501586,11592,Business Loan,215746.73,112456.67,12.76,Delinquent,Ohio,19-06-2023,23-05-2028
501587,10187,Auto Loan,22210.39,21083.85,4.05,Active,Texas,15-01-2019,28-10-2033
501588,11054,Business Loan,420463.67,64890.39,13.55,Active,Ohio,27-08-2025,06-08-2029
501589,12913,Personal Loan,52090.03,13100.66,6.29,Fully Paid,Michigan,02-10-2022,26-08-2029
501590,11070,Auto Loan,39968,17839.33,4.98,Fully Paid,Illinois,03-12-2019,15-09-2034
501591,12732,Auto Loan,83308.92,60939.28,8.35,Active,Texas,13-10-2019,26-07-2034
501592,10284,Business Loan,285035.88,204585.73,9.26,Active,New Jersey,26-11-2022,21-06-2052
501593,12145,Auto Loan,31394.74,26413.88,12.93,Active,Florida,19-12-2021,12-11-2028
501594,12310,Auto Loan,54443.77,45672.09,8.66,Active,Arizona,23-03-2019,03-01-2034
501595,11576,Personal Loan,70113.45,20718.05,7.6,Delinquent,Virginia,11-12-2022,23-09-2037
501596,12357,Auto Loan,85502.18,55141.32,7.75,Active,Michigan,03-03-2020,05-02-2025
501597,12527,Business Loan,197748.54,173210.33,13.03,Fully Paid,Virginia,30-12-2025,16-09-2045
501598,12662,Equipment Loan,58328.38,36488.72,3.54,Fully Paid,California,31-03-2023,16-12-2042
501599,10167,Business Loan,543323.89,300332.41,8.14,Active,Florida,24-05-2021,08-02-2041
501600,10542,Auto Loan,73408.46,58102.58,10.4,Fully Paid,Washington,17-02-2023,22-01-2028
501601,10669,Auto Loan,43327,41228.6,13.21,Active,New York,20-06-2019,19-05-2025
501602,12048,Business Loan,553188.03,503587.03,5.93,Active,Virginia,11-08-2021,05-07-2028
501603,12563,Auto Loan,81807.09,50735.98,3.58,Fully Paid,New Jersey,16-04-2022,01-01-2042
501604,11123,Mortgage,591172.28,277066.26,5.78,Active,Ohio,14-02-2020,18-01-2025
501605,10455,Mortgage,492072.57,84559.88,13.62,Fully Paid,Virginia,31-03-2025,05-03-2030
501606,12830,Mortgage,442700.63,160306.01,12.67,Fully Paid,New York,28-11-2019,15-08-2039
501607,11839,Equipment Loan,100729.67,48359.19,11.8,Fully Paid,Michigan,01-02-2023,11-01-2027
501608,10871,Mortgage,530798.4,436952.4,4.21,Closed,Michigan,03-09-2022,18-08-2025
501609,11824,Personal Loan,24694.07,4888.3,4.44,Active,Texas,16-03-2023,01-12-2042
501610,11090,Mortgage,675993.12,409713.97,13.31,Active,Virginia,05-05-2022,03-04-2028
501611,11159,Business Loan,313430.55,162151.38,7.89,Active,Arizona,31-07-2023,08-06-2033
501612,10888,Equipment Loan,49126.42,9788.64,9.22,Active,New York,11-04-2023,17-02-2033
501613,10941,Personal Loan,9592.39,3776.36,6.24,Active,New Jersey,15-01-2025,24-11-2034
501614,11533,Personal Loan,11996.59,5926.07,6.84,Active,Georgia,22-05-2020,26-04-2025
501615,10395,Auto Loan,73975.5,42277.35,10.37,Active,New Jersey,28-05-2025,06-04-2035
501616,10951,Mortgage,269306.1,77766.85,8,Active,Arizona,21-07-2024,07-04-2044
501617,10369,Mortgage,471756.95,105717.51,9.52,Delinquent,New Jersey,28-04-2020,22-11-2049
501618,12293,Auto Loan,46477.86,43711.91,5.44,Active,Ohio,25-12-2024,10-12-2027
501619,11732,Equipment Loan,137961.95,27437.9,7.02,Fully Paid,Pennsylvania,19-09-2024,24-08-2029
501620,12819,Equipment Loan,177840.67,171340.48,13.08,Fully Paid,Ohio,25-10-2023,18-09-2030
501621,10864,Personal Loan,74189.28,50896.28,5.18,Defaulted,New Jersey,10-12-2021,19-11-2025
501622,11888,Personal Loan,13435.09,9695.52,11.89,Active,New York,15-05-2024,24-04-2028
501623,10159,Personal Loan,64185.39,41157.74,5.16,Active,Illinois,24-07-2025,02-06-2035
501624,12055,Mortgage,677246.71,531022.49,5.53,Delinquent,Washington,12-11-2021,12-10-2027
501625,12188,Personal Loan,63045.24,50948.99,5.18,Delinquent,New Jersey,11-04-2019,22-01-2034
501626,10497,Mortgage,776745.64,503225.76,9.45,Defaulted,Washington,26-06-2021,10-06-2024
501627,11441,Business Loan,398545.73,243841.48,9.87,Fully Paid,Virginia,13-07-2020,07-06-2027
501628,12507,Equipment Loan,199817.51,119631.55,3.5,Active,Washington,14-05-2020,18-04-2025
501629,11573,Auto Loan,68554.78,36562.12,9.27,Active,Ohio,01-06-2025,14-03-2040
501630,11797,Equipment Loan,96461.68,78615.97,5,Active,Massachusetts,24-03-2025,16-02-2032
501631,10231,Equipment Loan,35892.45,25990.75,6.97,Active,Michigan,30-03-2023,03-03-2028
501632,10400,Business Loan,212543.94,161485.56,11.98,Active,New Jersey,10-12-2025,22-09-2040
501633,12730,Business Loan,470430.28,79571.4,13.97,Active,North Carolina,30-01-2022,09-12-2031
501634,12200,Equipment Loan,85758.44,48138.56,7,Fully Paid,New York,28-12-2023,10-10-2038
501635,12748,Mortgage,339589.61,200627.51,14.21,Fully Paid,Michigan,09-06-2021,03-01-2051
501636,11914,Business Loan,512961.39,166129.74,4.19,Active,Texas,08-04-2025,15-02-2035
501637,10921,Equipment Loan,173201.61,137134.49,5.26,Active,Florida,21-06-2021,15-01-2051
501638,10758,Business Loan,541906.4,421657.79,4.04,Fully Paid,Michigan,04-12-2024,21-08-2044
501639,11192,Personal Loan,41588.1,29640.93,10.25,Active,New Jersey,07-12-2023,02-07-2053
501640,10867,Business Loan,483460,159594.31,4.02,Active,North Carolina,13-12-2021,06-11-2028
501641,10809,Personal Loan,5034.63,4772.01,8.95,Closed,North Carolina,16-04-2023,26-03-2027
501642,11983,Mortgage,468455.53,418488.62,10.89,Active,Florida,03-03-2025,18-11-2044
501643,10878,Auto Loan,63533.45,18917.13,8.47,Fully Paid,Massachusetts,30-07-2023,12-05-2038
501644,10013,Auto Loan,67479.96,44091.47,8.49,Delinquent,North Carolina,25-07-2019,11-04-2039
501645,12273,Mortgage,218787.84,179292.23,14.13,Active,New York,30-07-2019,07-06-2029
501646,12700,Business Loan,588384.46,163934.49,6.49,Active,Florida,25-08-2020,30-07-2025
501647,10570,Personal Loan,69211.99,33534.71,12.53,Defaulted,Virginia,10-08-2022,25-07-2025
501648,11061,Mortgage,653467.28,137496.06,4.31,Active,California,13-08-2025,18-07-2030
501649,11303,Mortgage,513609.45,398727.65,9.13,Active,Virginia,18-06-2023,28-05-2027
501650,12933,Business Loan,389804.08,92548.97,5.45,Active,California,06-01-2025,22-12-2027
501651,10944,Mortgage,249503.57,163539.94,10.49,Active,Florida,13-05-2023,06-12-2052
501652,10033,Mortgage,663816.56,379935.17,5.67,Active,Arizona,21-09-2024,21-08-2030
501653,11432,Auto Loan,64249.75,29518.58,9.5,Active,New Jersey,02-05-2024,18-01-2044
501654,11448,Equipment Loan,231299.8,218040.75,5.99,Closed,Illinois,01-11-2025,06-10-2030
501655,12436,Business Loan,511904.83,149934.16,6.85,Fully Paid,Texas,27-01-2024,26-12-2029
501656,10740,Mortgage,707923.41,532551.01,13.42,Closed,North Carolina,12-01-2023,06-12-2029
501657,11145,Mortgage,253258.14,134706.95,10.56,Active,Massachusetts,26-05-2024,04-04-2034
501658,10256,Personal Loan,11814.05,5260.45,9.47,Active,Florida,02-07-2022,10-05-2032
501659,12510,Auto Loan,66529.99,62184.65,11.57,Active,Michigan,03-07-2022,07-06-2027
501660,11443,Auto Loan,25972.75,4669.82,12.49,Active,California,09-06-2020,03-01-2050
501661,12499,Business Loan,309488.13,53941.94,11.27,Active,New Jersey,29-08-2022,08-08-2026
501662,10402,Auto Loan,20664.15,3425.72,6.24,Active,Pennsylvania,03-06-2020,08-05-2025
501663,10745,Mortgage,788586.92,447748.83,9.3,Active,Arizona,30-10-2021,12-08-2036
501664,11083,Auto Loan,35867.26,22138.94,11.06,Fully Paid,Florida,03-10-2021,17-09-2024
501665,10307,Mortgage,619891.21,536731.64,4.88,Defaulted,Virginia,14-03-2024,16-02-2029
501666,12424,Auto Loan,43694.11,34212.84,14.43,Delinquent,Illinois,18-08-2019,22-07-2024
501667,10015,Auto Loan,67854.51,43995.26,9.72,Active,California,18-06-2024,13-05-2031
501668,10982,Mortgage,709893.73,642407.18,6.03,Active,Washington,21-06-2021,03-04-2036
501669,10898,Mortgage,795831.36,147135.42,4.48,Active,Massachusetts,03-08-2020,19-07-2023
501670,11276,Business Loan,175026.79,73425.51,6.49,Fully Paid,Michigan,23-06-2022,22-05-2028
501671,12997,Mortgage,789642.71,539807.72,14.12,Active,California,31-08-2021,05-08-2026
501672,11536,Business Loan,329556.52,111992.58,12.21,Defaulted,Texas,07-02-2023,17-01-2027
501673,11815,Business Loan,555019.08,107240.69,6.65,Fully Paid,Georgia,01-05-2021,16-01-2041
501674,11095,Equipment Loan,61556.68,12671.66,13.82,Delinquent,California,19-02-2021,14-01-2028
501675,10477,Personal Loan,42368.44,12863.23,12.02,Defaulted,New York,12-10-2022,21-09-2026
501676,10635,Mortgage,635592,388743.86,5.23,Defaulted,Texas,10-08-2023,14-07-2028
501677,11940,Mortgage,400744.12,199277.93,9.51,Active,New York,16-06-2025,26-05-2029
501678,10372,Auto Loan,53680.69,39590.26,9.54,Active,Virginia,12-04-2023,27-03-2026
501679,10657,Personal Loan,71325.31,30844.1,10.4,Active,Washington,02-11-2021,20-07-2041
501680,12415,Business Loan,386514.99,340338.35,9.65,Active,Arizona,18-04-2022,12-11-2051
501681,12763,Mortgage,230758.39,109877.84,13.25,Active,Virginia,03-11-2022,27-09-2029
501682,12228,Auto Loan,21704.94,18150.19,12.85,Fully Paid,Massachusetts,07-01-2022,03-08-2051
501683,12372,Personal Loan,74145.64,43468.68,12.27,Defaulted,Texas,03-09-2020,21-05-2040
501684,10499,Auto Loan,80655.68,69312.49,7.66,Delinquent,Arizona,01-12-2020,26-10-2027
501685,10812,Personal Loan,15468.07,13697.31,4.15,Delinquent,Massachusetts,20-03-2019,05-12-2038
501686,12752,Equipment Loan,271384.39,77400.13,10.9,Delinquent,Pennsylvania,24-09-2019,18-08-2026
501687,11779,Mortgage,242645.33,96069.83,6.07,Defaulted,Ohio,15-12-2025,24-11-2029
501688,10522,Personal Loan,43796.58,28286.79,4.05,Active,Michigan,19-12-2024,02-10-2039
501689,10472,Mortgage,537038.88,100242.84,5.97,Active,Ohio,25-02-2023,20-09-2052
501690,11442,Mortgage,726742.67,174054.74,7.73,Active,Washington,29-08-2025,03-08-2030
501691,10908,Business Loan,333188.07,161780.85,4.15,Defaulted,North Carolina,17-06-2023,11-05-2030
501692,11020,Auto Loan,40779.95,35263.83,5.06,Delinquent,Florida,31-10-2024,09-09-2034
501693,11105,Mortgage,267125.83,98456.04,7.96,Fully Paid,New York,13-02-2021,13-01-2027
501694,12710,Personal Loan,38951.25,28167.31,12.91,Closed,New Jersey,22-03-2021,03-01-2036
501695,12170,Mortgage,787009.83,723638.45,9.27,Active,Georgia,11-10-2025,15-09-2030
501696,12936,Auto Loan,53353.34,49896.04,12.28,Active,Texas,20-03-2021,14-10-2050
501697,11620,Mortgage,374561.09,94500.67,7.95,Active,New York,06-08-2025,11-07-2030
501698,12453,Personal Loan,37937.5,24551.04,4.85,Fully Paid,Washington,02-05-2019,25-11-2048
501699,10186,Equipment Loan,67215.95,37902.39,5.52,Active,Michigan,09-12-2022,17-10-2032
501700,11114,Mortgage,418818.31,76871.52,10.83,Defaulted,New York,23-12-2024,17-11-2031
501701,11076,Personal Loan,57886.74,37293.31,8.16,Closed,Arizona,24-08-2022,06-06-2037
501702,11303,Business Loan,291921.55,51467.64,11.71,Defaulted,Virginia,09-10-2020,03-09-2027
501703,10399,Auto Loan,78744.78,35380.41,13.9,Active,Arizona,04-10-2019,13-09-2023
501704,10925,Business Loan,303319.25,85988.62,12.84,Active,Texas,10-12-2022,18-10-2032
501705,10643,Mortgage,444381.63,312271.02,3.92,Active,North Carolina,17-09-2020,12-08-2027
501706,10191,Mortgage,810151.26,340462.31,10.78,Closed,Virginia,17-08-2019,30-05-2034
501707,11865,Auto Loan,60148.01,33957.92,4.36,Active,Illinois,04-02-2019,17-11-2033
501708,12959,Business Loan,455827.78,327721.95,3.96,Fully Paid,Virginia,18-02-2025,28-12-2034
501709,10369,Auto Loan,79603.26,37926.44,12.14,Fully Paid,New Jersey,16-06-2024,11-05-2031
501710,11685,Business Loan,174386.2,166008.14,5.13,Active,Georgia,31-12-2020,25-11-2027
501711,12015,Personal Loan,14282.05,4381.24,13.55,Delinquent,New Jersey,06-08-2025,23-04-2045
501712,12434,Auto Loan,38178.82,24940.47,8.25,Active,Washington,11-11-2024,27-10-2027
501713,12274,Auto Loan,69073.32,18264.49,8.39,Closed,North Carolina,19-02-2020,29-01-2024
501714,10825,Auto Loan,42451.38,21714.16,12.76,Fully Paid,Ohio,06-02-2019,24-10-2038
501715,10688,Business Loan,598844.45,174653.62,12.28,Closed,Virginia,01-04-2025,16-03-2028
501716,12649,Personal Loan,35180.07,7809.8,8.1,Active,Virginia,26-11-2024,05-10-2034
501717,12791,Auto Loan,75361.1,36750.66,5.37,Active,Texas,18-02-2025,14-09-2054
501718,11920,Equipment Loan,202152.75,42815.82,10.97,Delinquent,Illinois,24-07-2024,18-06-2031
501719,11852,Business Loan,510821.2,109373.65,11.56,Delinquent,Pennsylvania,14-02-2022,19-01-2027
501720,12179,Mortgage,308608.72,230108.49,9.31,Active,Texas,14-11-2022,01-08-2042
501721,10418,Equipment Loan,140087.88,88462.38,3.66,Active,Pennsylvania,02-10-2025,11-08-2035
501722,11539,Personal Loan,6624.42,5781.17,8.35,Closed,Arizona,09-03-2022,06-02-2028
501723,10771,Business Loan,69290.54,39786.32,12.43,Delinquent,Illinois,10-10-2019,03-09-2026
501724,11784,Mortgage,536472.14,200944.88,14.03,Defaulted,North Carolina,02-10-2025,19-06-2045
501725,12796,Auto Loan,62190.04,15740.48,10.38,Delinquent,North Carolina,15-08-2019,25-07-2023
501726,12190,Mortgage,709052.67,211327.92,4.13,Closed,Virginia,30-04-2024,09-03-2034
501727,10289,Mortgage,191049.71,79021.77,9.72,Active,Ohio,22-01-2020,16-12-2026
501728,12285,Equipment Loan,248176.62,82840.24,13.42,Fully Paid,Massachusetts,11-07-2021,04-02-2051
501729,11426,Business Loan,258640.87,63564.54,9.35,Fully Paid,Virginia,30-11-2023,24-10-2030
501730,11649,Personal Loan,72726.91,13442.61,7.56,Fully Paid,Texas,27-09-2019,21-08-2026
501731,12693,Personal Loan,15460.32,3650.74,8.62,Active,North Carolina,04-03-2025,16-12-2039
501732,11655,Auto Loan,79390.68,27076.91,4.34,Active,New York,12-07-2020,05-02-2050
501733,10620,Auto Loan,25995.28,9092.75,12.36,Closed,Washington,24-08-2024,03-07-2034
